year,state,population_million,education_million,welfare_million
1970,North Carolina,5.084,1087.8,188.2
1971,North Carolina,5.159,1215.3,256.6
1972,North Carolina,5.235,1361.8,372.6
1973,North Carolina,5.312,1440.5,262.9
1974,North Carolina,5.389,1664.7,276.0
1975,North Carolina,5.469,2072.5,509.0
1976,North Carolina,5.549,2243.5,626.6
1977,North Carolina,5.63,2428.2,777.2
1978,North Carolina,5.713,2614.9,706.0
1979,North Carolina,5.797,2905.1,998.7
1980,North Carolina,5.882,3218.1,1096.5
1981,North Carolina,5.953,3634.4,1316.0
1982,North Carolina,6.024,3806.1,1405.8
1983,North Carolina,6.097,3821.6,1618.0
1984,North Carolina,6.17,4243.6,1393.3
1985,North Carolina,6.244,4831.5,1503.2
1986,North Carolina,6.319,5375.4,1611.8
1987,North Carolina,6.395,5824.3,1705.3
1988,North Carolina,6.472,6251.0,1851.9
1989,North Carolina,6.55,6932.6,2151.1
1990,North Carolina,6.629,7629.2,2444.9
1991,North Carolina,6.759,8054.7,3210.7
1992,North Carolina,6.891,8378.0,1957.9
1993,North Carolina,7.026,8682.9,2084.9
1994,North Carolina,7.164,9138.5,2179.1
1995,North Carolina,7.305,9873.0,2533.4
1996,North Carolina,7.448,10355.0,2388.4
1997,North Carolina,7.594,11152.6,2491.3
1998,North Carolina,7.743,12085.6,2591.0
1999,North Carolina,7.895,13111.0,3248.7
2000,North Carolina,8.079,14327.4,3322.3
2001,North Carolina,8.203,15054.8,4045.8
2002,North Carolina,8.317,15427.1,4294.4
2003,North Carolina,8.416,16054.4,4836.9
2004,North Carolina,8.531,17433.8,4734.7
2005,North Carolina,8.669,18858.7,3567.7
2006,North Carolina,8.867,20142.0,3212.5
2007,North Carolina,9.064,20986.9,3620.1
2008,North Carolina,9.247,22236.4,4091.3
2009,North Carolina,9.381,23582.1,5463.0
2010,North Carolina,9.575,23711.6,8325.5
2011,North Carolina,9.659,23964.8,7604.4
2012,North Carolina,9.752,24408.9,6988.5
2013,North Carolina,9.847,24371.1,6267.1
2014,North Carolina,9.937,24398.5,5888.7
2015,North Carolina,10.037,25372.2,4105.5
2016,North Carolina,10.162,26068.4,4003.4
2017,North Carolina,10.276,27388.5,4075.7
2018,North Carolina,10.391,28395.9,3900.9
2019,North Carolina,10.501,30191.9,3809.5
2020,North Carolina,10.601,31752.0,3674.9
2021,North Carolina,10.701,33252.8,3582.9
2022,North Carolina,10.803,34786.9,3565.7
2023,North Carolina,10.905,36367.9,3638.1
2024,North Carolina,11.008,37986.0,3802.5
2025,North Carolina,11.112,39627.5,4051.5
2026,North Carolina,11.218,41281.2,4370.3
1970,North Dakota,0.618,176.5,21.0
1971,North Dakota,0.621,194.0,28.4
1972,North Dakota,0.625,208.7,35.0
1973,North Dakota,0.628,213.2,32.3
1974,North Dakota,0.632,223.3,30.7
1975,North Dakota,0.635,270.8,36.7
1976,North Dakota,0.639,305.3,51.6
1977,North Dakota,0.642,336.1,110.6
1978,North Dakota,0.646,363.2,109.8
1979,North Dakota,0.649,387.0,126.4
1980,North Dakota,0.653,430.0,140.1
1981,North Dakota,0.651,482.3,178.0
1982,North Dakota,0.65,555.3,180.0
1983,North Dakota,0.649,590.0,217.7
1984,North Dakota,0.647,641.1,249.9
1985,North Dakota,0.646,687.6,290.1
1986,North Dakota,0.644,711.4,292.2
1987,North Dakota,0.643,731.2,370.1
1988,North Dakota,0.642,747.6,366.7
1989,North Dakota,0.64,791.7,408.5
1990,North Dakota,0.639,855.8,418.8
1991,North Dakota,0.639,855.9,413.5
1992,North Dakota,0.639,929.8,242.3
1993,North Dakota,0.64,969.6,273.4
1994,North Dakota,0.64,1007.1,257.8
1995,North Dakota,0.64,1015.2,295.1
1996,North Dakota,0.641,1027.7,261.3
1997,North Dakota,0.641,1063.5,274.0
1998,North Dakota,0.642,1144.4,302.5
1999,North Dakota,0.642,1203.8,424.3
2000,North Dakota,0.641,1263.4,342.7
2001,North Dakota,0.636,1293.3,442.8
2002,North Dakota,0.634,1322.0,341.2
2003,North Dakota,0.633,1441.1,414.6
2004,North Dakota,0.636,1536.0,366.4
2005,North Dakota,0.635,1610.0,320.2
2006,North Dakota,0.637,1676.2,323.1
2007,North Dakota,0.638,1757.4,374.8
2008,North Dakota,0.641,1866.5,425.4
2009,North Dakota,0.647,1920.4,480.6
2010,North Dakota,0.675,2173.0,483.1
2011,North Dakota,0.686,2244.1,475.7
2012,North Dakota,0.702,2370.9,403.3
2013,North Dakota,0.723,2550.3,443.7
2014,North Dakota,0.739,2663.8,436.1
2015,North Dakota,0.756,2960.6,507.2
2016,North Dakota,0.756,3239.3,642.0
2017,North Dakota,0.757,3064.1,575.3
2018,North Dakota,0.76,2993.4,516.2
2019,North Dakota,0.764,3075.8,520.9
2020,North Dakota,0.765,3131.3,535.7
2021,North Dakota,0.767,3179.5,551.5
2022,North Dakota,0.768,3233.2,566.6
2023,North Dakota,0.77,3299.3,581.5
2024,North Dakota,0.772,3381.8,596.7
2025,North Dakota,0.773,3483.7,612.8
2026,North Dakota,0.775,3606.3,630.3
1970,Ohio,10.657,2380.6,477.4
1971,Ohio,10.671,2622.7,653.3
1972,Ohio,10.685,2921.8,878.8
1973,Ohio,10.699,3157.5,759.9
1974,Ohio,10.713,3172.5,872.9
1975,Ohio,10.727,3777.5,1228.1
1976,Ohio,10.741,4444.6,1743.0
1977,Ohio,10.755,4870.0,2445.8
1978,Ohio,10.769,4955.1,2550.2
1979,Ohio,10.784,5464.2,2659.7
1980,Ohio,10.798,6011.1,3548.2
1981,Ohio,10.803,6470.2,4761.5
1982,Ohio,10.808,6665.8,5004.4
1983,Ohio,10.813,7220.2,5734.6
1984,Ohio,10.817,7774.0,5136.2
1985,Ohio,10.822,8599.3,5685.8
1986,Ohio,10.827,9320.3,6124.6
1987,Ohio,10.832,9756.3,6449.0
1988,Ohio,10.837,10336.4,6741.1
1989,Ohio,10.842,11014.9,7063.9
1990,Ohio,10.847,12050.5,7933.6
1991,Ohio,10.897,12660.8,9150.0
1992,Ohio,10.947,13672.9,4855.3
1993,Ohio,10.997,14153.6,4868.1
1994,Ohio,11.047,14865.4,5069.5
1995,Ohio,11.097,15770.4,5315.2
1996,Ohio,11.148,16926.7,4986.2
1997,Ohio,11.199,17645.5,4790.9
1998,Ohio,11.25,18617.4,4714.1
1999,Ohio,11.302,19496.8,4676.1
2000,Ohio,11.364,20994.0,4584.5
2001,Ohio,11.397,22606.2,5754.1
2002,Ohio,11.421,24033.4,6685.2
2003,Ohio,11.445,25635.5,7579.5
2004,Ohio,11.465,26964.4,7355.5
2005,Ohio,11.475,27958.7,7026.7
2006,Ohio,11.493,29263.6,7025.1
2007,Ohio,11.521,30409.4,7801.2
2008,Ohio,11.528,31347.2,8644.3
2009,Ohio,11.543,31841.0,10439.1
2010,Ohio,11.539,33210.4,13247.9
2011,Ohio,11.546,33763.4,12387.6
2012,Ohio,11.551,33483.8,10358.2
2013,Ohio,11.58,33368.1,9279.1
2014,Ohio,11.607,33087.0,10068.6
2015,Ohio,11.622,33702.5,6818.4
2016,Ohio,11.64,34600.2,6973.7
2017,Ohio,11.666,36353.3,7077.4
2018,Ohio,11.681,37085.1,7229.1
2019,Ohio,11.697,36610.9,7100.8
2020,Ohio,11.693,36231.1,7051.0
2021,Ohio,11.69,36027.8,7045.5
2022,Ohio,11.687,36245.6,7113.9
2023,Ohio,11.683,36996.3,7276.0
2024,Ohio,11.68,38313.7,7537.7
2025,Ohio,11.677,40173.7,7894.8
2026,Ohio,11.674,42507.6,8333.8
1970,Oklahoma,2.559,575.9,105.7
1971,Oklahoma,2.603,630.6,139.1
1972,Oklahoma,2.647,688.1,174.3
1973,Oklahoma,2.691,714.6,156.8
1974,Oklahoma,2.737,778.4,129.8
1975,Oklahoma,2.783,899.9,147.8
1976,Oklahoma,2.83,1054.4,258.2
1977,Oklahoma,2.877,1194.8,503.6
1978,Oklahoma,2.926,1259.4,493.1
1979,Oklahoma,2.975,1458.0,609.6
1980,Oklahoma,3.025,1695.5,702.3
1981,Oklahoma,3.037,1942.6,815.9
1982,Oklahoma,3.049,2217.9,961.0
1983,Oklahoma,3.061,2488.7,1129.5
1984,Oklahoma,3.073,2550.4,1039.9
1985,Oklahoma,3.085,2665.5,978.0
1986,Oklahoma,3.097,2919.5,1152.8
1987,Oklahoma,3.109,2776.1,1251.8
1988,Oklahoma,3.121,2844.0,1245.3
1989,Oklahoma,3.133,3069.3,1318.3
1990,Oklahoma,3.146,3222.3,1363.2
1991,Oklahoma,3.175,3460.1,1567.2
1992,Oklahoma,3.204,3763.2,909.5
1993,Oklahoma,3.234,3989.5,938.3
1994,Oklahoma,3.264,4236.5,888.2
1995,Oklahoma,3.295,4486.8,985.2
1996,Oklahoma,3.325,4578.5,827.3
1997,Oklahoma,3.356,4832.1,822.2
1998,Oklahoma,3.387,5190.6,792.5
1999,Oklahoma,3.419,5546.1,877.7
2000,Oklahoma,3.454,5901.4,844.3
2001,Oklahoma,3.465,6391.2,1275.0
2002,Oklahoma,3.485,6970.8,1148.5
2003,Oklahoma,3.499,7278.0,1551.0
2004,Oklahoma,3.514,6993.2,1231.6
2005,Oklahoma,3.533,7637.6,1221.8
2006,Oklahoma,3.574,8113.7,1220.9
2007,Oklahoma,3.612,8767.1,1355.9
2008,Oklahoma,3.644,9246.0,1368.3
2009,Oklahoma,3.687,9660.4,1671.2
2010,Oklahoma,3.76,10223.6,2467.3
2011,Oklahoma,3.789,9375.0,2287.4
2012,Oklahoma,3.819,9484.3,2073.3
2013,Oklahoma,3.854,9632.1,1947.9
2014,Oklahoma,3.879,10172.5,2010.5
2015,Oklahoma,3.911,10201.1,1936.3
2016,Oklahoma,3.928,10693.3,2163.0
2017,Oklahoma,3.934,10623.3,2036.1
2018,Oklahoma,3.943,10646.9,1966.8
2019,Oklahoma,3.961,10589.6,1831.1
2020,Oklahoma,3.981,10468.0,1772.3
2021,Oklahoma,4.001,10342.6,1724.6
2022,Oklahoma,4.021,10275.4,1694.0
2023,Oklahoma,4.042,10304.1,1688.1
2024,Oklahoma,4.062,10453.2,1711.5
2025,Oklahoma,4.083,10735.4,1765.6
2026,Oklahoma,4.104,11152.4,1849.3
1970,Oregon,2.092,652.3,117.3
1971,Oregon,2.14,699.7,148.5
1972,Oregon,2.19,797.2,173.9
1973,Oregon,2.241,796.9,155.3
1974,Oregon,2.293,913.4,188.3
1975,Oregon,2.347,1086.9,262.4
1976,Oregon,2.401,1278.6,378.7
1977,Oregon,2.457,1409.6,628.3
1978,Oregon,2.515,1524.4,686.9
1979,Oregon,2.573,1693.6,744.9
1980,Oregon,2.633,1944.8,811.3
1981,Oregon,2.653,2098.6,989.9
1982,Oregon,2.674,2221.4,1109.1
1983,Oregon,2.694,2269.4,1134.6
1984,Oregon,2.715,2435.8,1043.7
1985,Oregon,2.736,2500.7,1157.8
1986,Oregon,2.757,2689.1,1044.2
1987,Oregon,2.778,2934.9,1089.5
1988,Oregon,2.799,3157.4,1112.3
1989,Oregon,2.821,3464.7,1214.8
1990,Oregon,2.842,3737.0,1412.2
1991,Oregon,2.896,3953.0,1745.4
1992,Oregon,2.95,4226.5,1318.2
1993,Oregon,3.005,4543.2,1468.4
1994,Oregon,3.061,4721.8,1431.7
1995,Oregon,3.118,4955.2,1674.2
1996,Oregon,3.177,5377.4,1597.7
1997,Oregon,3.236,5643.0,1826.8
1998,Oregon,3.297,5978.0,1609.1
1999,Oregon,3.359,6319.8,1819.3
2000,Oregon,3.431,6585.0,1922.2
2001,Oregon,3.47,6971.9,2389.9
2002,Oregon,3.517,7667.4,2718.9
2003,Oregon,3.55,7669.6,3301.5
2004,Oregon,3.574,7687.8,2858.1
2005,Oregon,3.618,8022.8,2440.2
2006,Oregon,3.678,8476.0,2327.7
2007,Oregon,3.733,8825.6,2390.9
2008,Oregon,3.783,9835.2,2520.5
2009,Oregon,3.826,10741.7,3476.7
2010,Oregon,3.838,10549.5,4990.0
2011,Oregon,3.873,10643.9,4474.1
2012,Oregon,3.9,11225.5,5307.0
2013,Oregon,3.924,11350.8,4893.0
2014,Oregon,3.965,11906.6,5107.7
2015,Oregon,4.019,12428.7,4629.9
2016,Oregon,4.093,13605.0,4973.2
2017,Oregon,4.147,13882.7,5306.3
2018,Oregon,4.184,14738.7,5663.0
2019,Oregon,4.216,15204.8,6098.7
2020,Oregon,4.242,15617.1,6418.9
2021,Oregon,4.267,16048.6,6729.3
2022,Oregon,4.293,16569.2,7041.3
2023,Oregon,4.319,17201.2,7357.2
2024,Oregon,4.345,17945.0,7675.4
2025,Oregon,4.371,18789.4,7994.2
2026,Oregon,4.397,19716.6,8311.4
1970,Pennsylvania,11.801,2852.4,561.7
1971,Pennsylvania,11.807,3213.8,773.3
1972,Pennsylvania,11.813,3620.5,1124.7
1973,Pennsylvania,11.82,3960.2,1026.8
1974,Pennsylvania,11.826,4044.0,1047.4
1975,Pennsylvania,11.832,4488.8,1440.5
1976,Pennsylvania,11.839,4834.3,2392.4
1977,Pennsylvania,11.845,4921.7,3906.6
1978,Pennsylvania,11.851,5135.8,4113.8
1979,Pennsylvania,11.858,5645.3,3813.0
1980,Pennsylvania,11.864,6174.1,4286.2
1981,Pennsylvania,11.866,6652.0,4998.9
1982,Pennsylvania,11.867,6685.5,5436.0
1983,Pennsylvania,11.869,7097.9,6379.2
1984,Pennsylvania,11.871,7583.7,5371.3
1985,Pennsylvania,11.873,8415.5,5696.7
1986,Pennsylvania,11.875,9244.4,5749.6
1987,Pennsylvania,11.876,10098.8,6004.2
1988,Pennsylvania,11.878,10930.3,6049.8
1989,Pennsylvania,11.88,12159.2,6511.9
1990,Pennsylvania,11.882,13297.9,6983.7
1991,Pennsylvania,11.921,13550.2,8411.2
1992,Pennsylvania,11.961,15463.1,7411.7
1993,Pennsylvania,12.0,17012.0,7597.4
1994,Pennsylvania,12.04,15901.2,7527.1
1995,Pennsylvania,12.08,16548.1,8633.0
1996,Pennsylvania,12.12,18152.2,7946.9
1997,Pennsylvania,12.16,18724.3,7933.5
1998,Pennsylvania,12.2,21032.6,7611.0
1999,Pennsylvania,12.241,22401.6,7914.7
2000,Pennsylvania,12.286,23411.8,8117.0
2001,Pennsylvania,12.3,24189.5,9088.0
2002,Pennsylvania,12.326,24478.9,10406.7
2003,Pennsylvania,12.358,26809.8,10174.5
2004,Pennsylvania,12.388,29048.7,9806.8
2005,Pennsylvania,12.418,30423.4,9550.7
2006,Pennsylvania,12.471,31647.8,9525.9
2007,Pennsylvania,12.523,32068.3,9693.7
2008,Pennsylvania,12.566,33619.2,10391.9
2009,Pennsylvania,12.605,34736.9,12437.6
2010,Pennsylvania,12.711,35405.8,16524.4
2011,Pennsylvania,12.747,35594.1,15368.3
2012,Pennsylvania,12.769,35723.5,12817.3
2013,Pennsylvania,12.78,37911.5,12169.2
2014,Pennsylvania,12.792,38263.2,12121.7
2015,Pennsylvania,12.79,39873.3,10172.8
2016,Pennsylvania,12.789,41765.0,10802.9
2017,Pennsylvania,12.795,43634.9,12086.7
2018,Pennsylvania,12.809,44328.3,10555.6
2019,Pennsylvania,12.799,45776.4,12962.9
2020,Pennsylvania,12.783,46750.2,13551.2
2021,Pennsylvania,12.768,47696.7,14154.5
2022,Pennsylvania,12.752,48818.5,14726.1
2023,Pennsylvania,12.737,50200.0,15273.5
2024,Pennsylvania,12.721,51876.9,15797.0
2025,Pennsylvania,12.705,53855.7,16303.6
2026,Pennsylvania,12.69,56122.1,16806.0
1970,Rhode Island,0.95,216.0,73.7
1971,Rhode Island,0.949,261.8,106.6
1972,Rhode Island,0.949,273.2,127.0
1973,Rhode Island,0.949,280.2,114.9
1974,Rhode Island,0.949,322.6,120.8
1975,Rhode Island,0.948,368.2,159.0
1976,Rhode Island,0.948,402.1,260.7
1977,Rhode Island,0.948,415.4,368.3
1978,Rhode Island,0.948,458.4,371.5
1979,Rhode Island,0.947,508.0,378.9
1980,Rhode Island,0.947,558.3,464.5
1981,Rhode Island,0.953,617.9,458.8
1982,Rhode Island,0.958,655.3,539.0
1983,Rhode Island,0.964,695.2,566.1
1984,Rhode Island,0.969,729.7,546.0
1985,Rhode Island,0.975,773.1,591.6
1986,Rhode Island,0.981,830.9,636.6
1987,Rhode Island,0.986,890.8,670.1
1988,Rhode Island,0.992,988.6,681.7
1989,Rhode Island,0.998,1064.1,732.8
1990,Rhode Island,1.003,1210.9,828.5
1991,Rhode Island,1.008,1231.2,1047.5
1992,Rhode Island,1.012,1356.1,822.6
1993,Rhode Island,1.017,1355.6,870.4
1994,Rhode Island,1.021,1439.1,877.0
1995,Rhode Island,1.026,1482.8,957.5
1996,Rhode Island,1.03,1519.1,875.4
1997,Rhode Island,1.035,1601.2,837.3
1998,Rhode Island,1.039,1673.6,793.8
1999,Rhode Island,1.044,1797.6,808.3
2000,Rhode Island,1.051,1879.2,845.8
2001,Rhode Island,1.058,2132.2,871.7
2002,Rhode Island,1.066,2205.6,1032.2
2003,Rhode Island,1.072,2315.5,1049.9
2004,Rhode Island,1.071,2470.4,999.2
2005,Rhode Island,1.065,2553.5,1008.8
2006,Rhode Island,1.06,2749.7,802.2
2007,Rhode Island,1.055,2837.9,881.1
2008,Rhode Island,1.054,2976.9,916.4
2009,Rhode Island,1.053,2966.6,1008.6
2010,Rhode Island,1.054,3064.5,1345.0
2011,Rhode Island,1.054,3089.3,1276.2
2012,Rhode Island,1.055,3126.4,1263.8
2013,Rhode Island,1.056,3173.2,1156.8
2014,Rhode Island,1.057,3216.8,1160.4
2015,Rhode Island,1.057,3263.9,933.8
2016,Rhode Island,1.058,3379.3,1007.5
2017,Rhode Island,1.057,3492.4,949.8
2018,Rhode Island,1.059,3583.1,969.7
2019,Rhode Island,1.058,3738.2,1082.9
2020,Rhode Island,1.057,3865.8,1080.8
2021,Rhode Island,1.056,3987.9,1082.8
2022,Rhode Island,1.055,4118.4,1095.7
2023,Rhode Island,1.054,4262.1,1122.4
2024,Rhode Island,1.053,4420.5,1163.8
2025,Rhode Island,1.052,4593.5,1219.0
2026,Rhode Island,1.051,4780.4,1286.5
1970,South Carolina,2.591,570.1,47.2
1971,South Carolina,2.639,600.6,67.8
1972,South Carolina,2.689,674.2,84.5
1973,South Carolina,2.74,744.7,70.5
1974,South Carolina,2.791,870.4,76.2
1975,South Carolina,2.844,1021.7,188.3
1976,South Carolina,2.897,1134.7,251.7
1977,South Carolina,2.952,1151.1,385.9
1978,South Carolina,3.008,1308.8,389.9
1979,South Carolina,3.064,1520.9,411.0
1980,South Carolina,3.122,1711.4,508.4
1981,South Carolina,3.157,1898.3,701.9
1982,South Carolina,3.192,2041.9,756.2
1983,South Carolina,3.227,1992.7,776.3
1984,South Carolina,3.263,2134.6,630.1
1985,South Carolina,3.299,2475.7,755.6
1986,South Carolina,3.336,2739.6,834.7
1987,South Carolina,3.373,3054.1,825.7
1988,South Carolina,3.41,3273.9,855.5
1989,South Carolina,3.448,3468.5,972.7
1990,South Carolina,3.487,3987.7,1346.5
1991,South Carolina,3.536,4290.4,1899.4
1992,South Carolina,3.586,4345.7,933.2
1993,South Carolina,3.637,4394.5,959.4
1994,South Carolina,3.688,4668.7,969.7
1995,South Carolina,3.74,4951.7,1089.3
1996,South Carolina,3.793,5353.6,1111.5
1997,South Carolina,3.847,5685.4,1100.8
1998,South Carolina,3.901,6177.6,1055.0
1999,South Carolina,3.956,6620.0,1094.6
2000,South Carolina,4.024,7212.3,1059.7
2001,South Carolina,4.063,7826.1,1444.5
2002,South Carolina,4.104,8452.6,1533.7
2003,South Carolina,4.146,8981.4,1883.2
2004,South Carolina,4.201,9102.8,1493.5
2005,South Carolina,4.256,9852.3,1367.9
2006,South Carolina,4.339,10653.3,1410.0
2007,South Carolina,4.424,11483.5,1544.6
2008,South Carolina,4.503,12351.3,1781.8
2009,South Carolina,4.561,12617.8,2243.5
2010,South Carolina,4.636,12433.3,3102.9
2011,South Carolina,4.673,12198.9,2657.5
2012,South Carolina,4.719,12270.0,2079.4
2013,South Carolina,4.766,12854.3,1880.8
2014,South Carolina,4.827,13261.2,2216.7
2015,South Carolina,4.896,13827.1,1696.3
2016,South Carolina,4.963,14463.7,1660.9
2017,South Carolina,5.027,15222.9,1715.2
2018,South Carolina,5.092,15699.0,1749.1
2019,South Carolina,5.158,15899.2,1861.8
2020,South Carolina,5.218,16070.6,1875.3
2021,South Carolina,5.279,16279.1,1899.3
2022,South Carolina,5.341,16610.8,1938.1
2023,South Carolina,5.403,17100.1,1995.7
2024,South Carolina,5.467,17755.5,2073.0
2025,South Carolina,5.53,18568.7,2169.0
2026,South Carolina,5.595,19519.3,2280.4
1970,South Dakota,2.591,570.1,47.2
1971,South Dakota,2.639,600.6,67.8
1972,South Dakota,2.689,674.2,84.5
1973,South Dakota,2.74,744.7,70.5
1974,South Dakota,2.791,870.4,76.2
1975,South Dakota,2.844,1021.7,188.3
1976,South Dakota,2.897,1134.7,251.7
1977,South Dakota,2.952,1151.1,385.9
1978,South Dakota,3.008,1308.8,389.9
1979,South Dakota,3.064,1520.9,411.0
1980,South Dakota,3.122,1711.4,508.4
1981,South Dakota,3.157,1898.3,701.9
1982,South Dakota,3.192,2041.9,756.2
1983,South Dakota,3.227,1992.7,776.3
1984,South Dakota,3.263,2134.6,630.1
1985,South Dakota,3.299,2475.7,755.6
1986,South Dakota,3.336,2739.6,834.7
1987,South Dakota,3.373,3054.1,825.7
1988,South Dakota,3.41,3273.9,855.5
1989,South Dakota,3.448,3468.5,972.7
1990,South Dakota,3.487,3987.7,1346.5
1991,South Dakota,3.536,4290.4,1899.4
1992,South Dakota,3.586,4345.7,933.2
1993,South Dakota,3.637,4394.5,959.4
1994,South Dakota,3.688,4668.7,969.7
1995,South Dakota,3.74,4951.7,1089.3
1996,South Dakota,3.793,5353.6,1111.5
1997,South Dakota,3.847,5685.4,1100.8
1998,South Dakota,3.901,6177.6,1055.0
1999,South Dakota,3.956,6620.0,1094.6
2000,South Dakota,4.024,7212.3,1059.7
2001,South Dakota,4.063,7826.1,1444.5
2002,South Dakota,4.104,8452.6,1533.7
2003,South Dakota,4.146,8981.4,1883.2
2004,South Dakota,4.201,9102.8,1493.5
2005,South Dakota,4.256,9852.3,1367.9
2006,South Dakota,4.339,10653.3,1410.0
2007,South Dakota,4.424,11483.5,1544.6
2008,South Dakota,4.503,12351.3,1781.8
2009,South Dakota,4.561,12617.8,2243.5
2010,South Dakota,4.636,12433.3,3102.9
2011,South Dakota,4.673,12198.9,2657.5
2012,South Dakota,4.719,12270.0,2079.4
2013,South Dakota,4.766,12854.3,1880.8
2014,South Dakota,4.827,13261.2,2216.7
2015,South Dakota,4.896,13827.1,1696.3
2016,South Dakota,4.963,14463.7,1660.9
2017,South Dakota,5.027,15222.9,1715.2
2018,South Dakota,5.092,15699.0,1749.1
2019,South Dakota,5.158,15899.2,1861.8
2020,South Dakota,5.218,16070.6,1875.3
2021,South Dakota,5.279,16279.1,1899.3
2022,South Dakota,5.341,16610.8,1938.1
2023,South Dakota,5.403,17100.1,1995.7
2024,South Dakota,5.467,17755.5,2073.0
2025,South Dakota,5.53,18568.7,2169.0
2026,South Dakota,5.595,19519.3,2280.4
1970,Tennessee,3.926,786.9,101.6
1971,Tennessee,3.988,857.4,151.2
1972,Tennessee,4.051,928.5,226.3
1973,Tennessee,4.115,988.7,155.8
1974,Tennessee,4.18,1094.3,150.3
1975,Tennessee,4.246,1361.7,263.9
1976,Tennessee,4.313,1486.0,436.7
1977,Tennessee,4.381,1604.1,696.4
1978,Tennessee,4.45,1778.5,680.4
1979,Tennessee,4.52,1887.9,752.4
1980,Tennessee,4.591,2134.7,903.6
1981,Tennessee,4.619,2220.8,1096.7
1982,Tennessee,4.647,2193.4,1155.7
1983,Tennessee,4.675,2451.9,1210.1
1984,Tennessee,4.703,2573.5,1202.2
1985,Tennessee,4.732,2942.9,1242.1
1986,Tennessee,4.761,3162.3,1422.5
1987,Tennessee,4.79,3435.8,1603.7
1988,Tennessee,4.819,3663.1,1854.8
1989,Tennessee,4.848,4064.3,1617.1
1990,Tennessee,4.877,4350.3,1854.7
1991,Tennessee,4.953,4591.1,2234.7
1992,Tennessee,5.03,4870.0,1441.4
1993,Tennessee,5.108,4917.9,1690.1
1994,Tennessee,5.187,5605.7,1736.5
1995,Tennessee,5.268,6178.6,1995.4
1996,Tennessee,5.349,6446.3,2001.8
1997,Tennessee,5.432,6938.0,1996.3
1998,Tennessee,5.517,7374.0,1863.2
1999,Tennessee,5.602,8102.5,1995.5
2000,Tennessee,5.703,8461.9,1967.1
2001,Tennessee,5.755,8878.1,2402.5
2002,Tennessee,5.803,9563.8,2657.9
2003,Tennessee,5.857,9558.8,2957.9
2004,Tennessee,5.917,10038.4,2743.3
2005,Tennessee,5.996,10451.4,2668.0
2006,Tennessee,6.089,11040.5,2691.4
2007,Tennessee,6.173,11540.5,2952.9
2008,Tennessee,6.24,12486.1,3040.6
2009,Tennessee,6.296,13012.6,3719.0
2010,Tennessee,6.356,13085.4,4241.0
2011,Tennessee,6.4,13239.8,4432.3
2012,Tennessee,6.456,13843.6,3871.9
2013,Tennessee,6.497,13660.8,3234.1
2014,Tennessee,6.545,14082.9,3406.4
2015,Tennessee,6.595,14105.5,2813.4
2016,Tennessee,6.651,14050.8,2728.9
2017,Tennessee,6.715,14658.1,2804.2
2018,Tennessee,6.778,15057.9,2951.6
2019,Tennessee,6.83,13754.5,3689.5
2020,Tennessee,6.887,13422.6,3823.7
2021,Tennessee,6.944,13180.5,3971.3
2022,Tennessee,7.001,13131.8,4118.2
2023,Tennessee,7.059,13326.4,4267.5
2024,Tennessee,7.118,13780.0,4419.8
2025,Tennessee,7.176,14482.1,4574.8
2026,Tennessee,7.236,15401.0,4734.7
1970,Texas,11.199,2444.4,243.9
1971,Texas,11.47,2826.8,360.6
1972,Texas,11.748,3201.8,459.8
1973,Texas,12.033,3384.8,386.0
1974,Texas,12.325,3778.5,356.1
1975,Texas,12.623,4440.3,436.6
1976,Texas,12.929,5338.0,704.8
1977,Texas,13.243,5633.0,1477.8
1978,Texas,13.564,6541.2,1480.2
1979,Texas,13.892,6996.8,1741.2
1980,Texas,14.229,8322.1,1931.0
1981,Texas,14.484,8837.8,2271.9
1982,Texas,14.742,10100.1,2233.5
1983,Texas,15.006,11943.9,3198.6
1984,Texas,15.274,12859.1,3082.9
1985,Texas,15.547,14235.5,3196.9
1986,Texas,15.825,15609.0,3544.8
1987,Texas,16.108,15930.8,4390.2
1988,Texas,16.395,16739.6,4341.6
1989,Texas,16.688,18011.2,4537.8
1990,Texas,16.987,19548.2,5496.0
1991,Texas,17.338,20086.2,6807.2
1992,Texas,17.698,22088.3,4556.3
1993,Texas,18.064,24324.2,5207.9
1994,Texas,18.438,24699.2,5208.4
1995,Texas,18.82,25987.6,5572.5
1996,Texas,19.21,28095.2,5371.2
1997,Texas,19.608,30620.6,5010.3
1998,Texas,20.014,33090.2,4964.9
1999,Texas,20.429,35583.1,5813.1
2000,Texas,20.946,39510.6,5956.0
2001,Texas,21.333,42568.7,6288.1
2002,Texas,21.711,46058.7,7161.9
2003,Texas,22.058,47932.2,8988.5
2004,Texas,22.418,50077.7,7331.9
2005,Texas,22.802,53191.7,6569.5
2006,Texas,23.369,56436.7,7052.7
2007,Texas,23.838,59462.2,6355.4
2008,Texas,24.304,66399.4,6776.6
2009,Texas,24.782,70870.9,9109.2
2010,Texas,25.242,74896.3,13844.6
2011,Texas,25.646,73987.0,13420.3
2012,Texas,26.084,71079.0,11821.0
2013,Texas,26.48,72236.4,10238.1
2014,Texas,26.963,77137.9,9444.8
2015,Texas,27.469,80590.8,9228.6
2016,Texas,27.914,83924.6,10234.4
2017,Texas,28.291,90096.6,10344.0
2018,Texas,28.625,92259.9,10187.9
